os,ip,nic,target,suite name,case name,2019-11-14_result,ower
UB1404,10.238.54.216,fortville_25g,x86_64-native-linuxapp-gcc,vf_macfilter,test_kernel_2pf_2vf_1vm_mac_add_filter,passed,Zhang Yan
UB1404,10.238.54.216,fortville_25g,x86_64-native-linuxapp-gcc,vf_offload,test_checksum_offload_disable,passed,Zhang Yan
UB1404,10.238.54.216,fortville_25g,x86_64-native-linuxapp-gcc,vf_offload,test_checksum_offload_enable,passed,Zhang Yan
UB1404,10.238.54.216,fortville_25g,x86_64-native-linuxapp-gcc,vf_offload,test_tso,passed,Zhang Yan
UB1404,10.238.54.216,fortville_25g,x86_64-native-linuxapp-gcc,vf_packet_rxtx,test_dpdk_2pf_2vf_1vm,passed,Zhang Yan
UB1404,10.238.54.216,fortville_25g,x86_64-native-linuxapp-gcc,vf_packet_rxtx,test_dpdk_pf_vf_reset,passed,Zhang Yan
UB1404,10.238.54.216,fortville_25g,x86_64-native-linuxapp-gcc,vf_packet_rxtx,test_kernel_2pf_2vf_1vm,passed,Zhang Yan
UB1404,10.238.54.216,fortville_25g,x86_64-native-linuxapp-gcc,vf_packet_rxtx,test_kernel_pf_vf_reset,passed,Zhang Yan
UB1404,10.238.54.216,fortville_25g,x86_64-native-linuxapp-gcc,vf_port_start_stop,test_start_stop_with_kernel_1pf_2vf_1vm,passed,Zhang Yan
UB1404,10.238.54.216,fortville_25g,x86_64-native-linuxapp-gcc,vf_rss,test_vf_pmdrss,passed,Zhang Yan
UB1404,10.238.54.216,fortville_25g,x86_64-native-linuxapp-gcc,vf_rss,test_vf_pmdrss_reta,passed,Zhang Yan
UB1404,10.238.54.216,fortville_25g,x86_64-native-linuxapp-gcc,vf_to_vf_nic_bridge,test_2vf_d2d_testpmd_stream,passed,Zhang Yan
UB1404,10.238.54.216,fortville_25g,x86_64-native-linuxapp-gcc,vf_to_vf_nic_bridge,test_2vf_d2k_testpmd_stream,passed,Zhang Yan
UB1404,10.238.54.216,fortville_25g,x86_64-native-linuxapp-gcc,vf_to_vf_nic_bridge,test_2vf_k2d_scapy_stream,passed,Zhang Yan
UB1404,10.238.54.216,fortville_25g,x86_64-native-linuxapp-gcc,vf_vlan,test_add_pvid_vf,passed,Zhang Yan
UB1404,10.238.54.216,fortville_25g,x86_64-native-linuxapp-gcc,vf_vlan,test_pvid_vf_tx,passed,Zhang Yan
UB1404,10.238.54.216,fortville_25g,x86_64-native-linuxapp-gcc,vf_vlan,test_vf_vlan_rx,failed,Zhang Yan
UB1404,10.238.54.216,fortville_25g,x86_64-native-linuxapp-gcc,vf_vlan,test_vf_vlan_strip,passed,Zhang Yan
UB1404,10.238.54.216,fortville_25g,x86_64-native-linuxapp-gcc,vf_vlan,test_vf_vlan_tx,passed,Zhang Yan
UB1404,10.238.54.216,fortville_25g,x86_64-native-linuxapp-gcc,vxlan_sample,test_vxlan_sample_chksum,failed,Zhang Yan
UB1404,10.238.54.216,fortville_25g,x86_64-native-linuxapp-gcc,vxlan_sample,test_vxlan_sample_decap,failed,Zhang Yan
UB1404,10.238.54.216,fortville_25g,x86_64-native-linuxapp-gcc,vxlan_sample,test_vxlan_sample_encap,failed,Zhang Yan
UB1404,10.238.54.216,fortville_25g,x86_64-native-linuxapp-gcc,vxlan_sample,test_vxlan_sample_encap_decap,failed,Zhang Yan
UB1404,10.238.54.216,fortville_25g,x86_64-native-linuxapp-gcc,vxlan_sample,test_vxlan_sample_tso,failed,Zhang Yan
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,blacklist,test_bl_allbutoneportblacklisted,passed,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,blacklist,test_bl_noblacklisted,passed,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,blacklist,test_bl_oneportblacklisted,passed,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,checksum_offload,test_checksum_offload_disable,passed,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,checksum_offload,test_checksum_offload_enable,passed,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,checksum_offload,test_checksum_offload_with_vlan,passed,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,checksum_offload,test_rx_checksum_valid_flags,passed,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,cmdline,test_cmdline_sample_commands,passed,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,coremask,test_all_cores_coremask,passed,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,coremask,test_big_coremask,passed,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,coremask,test_individual_coremask,passed,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,coremask,test_wrong_coremask,passed,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,dynamic_config,test_dynamic_config_allmulticast,passed,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,dynamic_config,test_dynamic_config_broadcast,passed,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,dynamic_config,test_dynamic_config_default_mode,passed,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,dynamic_config,test_dynamic_config_disable_promiscuous,passed,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,dynamic_config,test_dynamic_config_enable_promiscuous,passed,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,efd,test_efd_unit,passed,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,efd,test_efd_unit_perf,passed,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,example_build,test_example_build,passed,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,external_mempool_handler,test_mempool_handler_default,passed,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,external_mempool_handler,test_mempool_handler_mp_sc,passed,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,external_mempool_handler,test_mempool_handler_sp_mc,passed,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,external_mempool_handler,test_mempool_handler_sp_sc,passed,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,external_mempool_handler,test_mempool_handler_stack,passed,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,fdir,test_fdir_flexword_drop_ipv4, N/A,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,fdir,test_fdir_flexword_drop_ipv6, N/A,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,fdir,test_fdir_flexword_fwd_ipv4, N/A,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,fdir,test_fdir_flexword_fwd_ipv6, N/A,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,fdir,test_fdir_ipv6_tc, N/A,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,fdir,test_fdir_ivlan, N/A,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,fdir,test_fdir_noflexword_drop_ipv4, N/A,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,fdir,test_fdir_noflexword_drop_ipv6, N/A,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,fdir,test_fdir_noflexword_fwd_ipv4, N/A,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,fdir,test_fdir_noflexword_fwd_ipv6, N/A,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,fdir,test_ipv4_tos_proto_ttl, N/A,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,flow_classify_softnic,test_inconsistent_rules,passed,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,flow_classify_softnic,test_ipv4_5tuple_hash_table,passed,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,flow_classify_softnic,test_ipv4_acl_hash_jump,passed,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,flow_classify_softnic,test_ipv4_acl_jump,passed,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,flow_classify_softnic,test_ipv4_acl_table,passed,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,flow_classify_softnic,test_ipv4_addr_hash_table,passed,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,flow_classify_softnic,test_ipv4_hash_acl_jump,passed,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,flow_classify_softnic,test_ipv4_hash_jump,passed,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,flow_classify_softnic,test_ipv4_hash_rss_action,passed,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,flow_classify_softnic,test_ipv6_5tuple_hash_table,passed,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,flow_classify_softnic,test_ipv6_acl_hash_jump,passed,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,flow_classify_softnic,test_ipv6_acl_jump,passed,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,flow_classify_softnic,test_ipv6_acl_table,passed,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,flow_classify_softnic,test_ipv6_addr_hash_table,passed,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,flow_classify_softnic,test_ipv6_hash_acl_jump,passed,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,flow_classify_softnic,test_ipv6_hash_jump,passed,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,flow_classify_softnic,test_ipv6_hash_rss_action,passed,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,generic_filter,test_128_queues, N/A,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,generic_filter,test_ethertype_filter, N/A,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,generic_filter,test_five_tuple_filter, N/A,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,generic_filter,test_flex_filter, N/A,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,generic_filter,test_jumbo_frame_size,passed,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,generic_filter,test_multiple_filters_10GB, N/A,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,generic_filter,test_multiple_filters_1GB, N/A,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,generic_filter,test_priority_filter, N/A,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,generic_filter,test_syn_filter, N/A,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,generic_filter,test_twotuple_filter, N/A,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,hello_world,test_hello_world_all_cores,passed,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,hello_world,test_hello_world_single_core,passed,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,ieee1588,test_ieee1588_disable,passed,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,ieee1588,test_ieee1588_enable,passed,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,ipfrag,test_ipfrag_fragment,passed,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,ipfrag,test_ipfrag_nofragment,passed,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,ipfrag,test_ipfrag_normalfwd,passed,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,ipv4_reassembly,test_only_maxflows_packets_are_forwarded,passed,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,ipv4_reassembly,test_packets_are_forwarded_after_ttl_timeout,passed,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,ipv4_reassembly,test_send_1K_frames_split_in_4_and_1K_maxflows,passed,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,ipv4_reassembly,test_send_2K_frames_split_in_4_and_1K_maxflows,passed,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,ipv4_reassembly,test_send_4K_frames_split_in_7_and_4K_maxflows,passed,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,ipv4_reassembly,test_send_delayed_fragment_packet_is_forwarded,passed,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,ipv4_reassembly,test_send_jumbo_frames,passed,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,ipv4_reassembly,test_send_jumbo_frames_with_wrong_arguments,passed,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,ipv4_reassembly,test_send_more_fragments_than_supported,passed,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,jumboframes,test_jumboframes_bigger_jumbo,passed,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,jumboframes,test_jumboframes_jumbo_jumbo,passed,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,jumboframes,test_jumboframes_jumbo_nojumbo,passed,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,jumboframes,test_jumboframes_normal_jumbo,passed,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,jumboframes,test_jumboframes_normal_nojumbo,passed,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,keep_alive,test_keep_alive,passed,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,l2fwd,test_l2fwd_integrity,passed,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,mac_filter,test_add_remove_mac_address,passed,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,mac_filter,test_invalid_addresses,passed,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,multiprocess,test_multiprocess_simple_mpapplicationstartup,passed,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,multiprocess,test_multiprocess_simple_mpbasicoperation,passed,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,multiprocess,test_multiprocess_simple_mploadtest,passed,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,multiprocess,test_multiprocess_simple_mpnoflag,passed,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,ptpclient,test_ptpclient,passed,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,ptpclient,test_update_system,passed,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,rxtx_callbacks,test_rxtx_callbacks,passed,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,scatter,test_scatter_mbuf_2048,passed,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,short_live,test_basic_forwarding,passed,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,short_live,test_clean_up_with_signal_l2fwd,passed,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,short_live,test_clean_up_with_signal_l3fwd,passed,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,short_live,test_clean_up_with_signal_testpmd,passed,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,short_live,test_start_up_time,passed,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,shutdown_api,test_change_linkspeed,passed,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,shutdown_api,test_change_numberrxdtxd,passed,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,shutdown_api,test_change_numberrxdtxdaftercycle,passed,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,shutdown_api,test_change_thresholds,passed,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,shutdown_api,test_enable_disablejumbo,passed,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,shutdown_api,test_enable_disablerss,passed,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,shutdown_api,test_link_stats,passed,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,shutdown_api,test_reconfigure_ports,passed,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,shutdown_api,test_reset_queues,passed,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,shutdown_api,test_set_promiscuousmode,passed,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,shutdown_api,test_stop_restart,passed,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,shutdown_api,test_stress_test,passed,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,skeleton,test_skeleton,passed,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,tso,test_tso,passed,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,tso,test_tso_tunneling, N/A,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,tx_preparation,test_tx_preparation_NonTSO,passed,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,tx_preparation,test_tx_preparation_TSO,passed,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,uni_pkt,test_GRE_tunnel, N/A,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,uni_pkt,test_IP_in_IPv4_tunnel, N/A,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,uni_pkt,test_IP_in_IPv6_tunnel, N/A,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,uni_pkt,test_IPv4_L4,passed,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,uni_pkt,test_IPv6_L4,passed,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,uni_pkt,test_IPv6_in_IPv4_tunnel, N/A,Zhu Shuai
Centos7.6,10.240.176.151,twinpond,x86_64-native-linuxapp-gcc,uni_pkt,test_NVGRE_in_IPv6_tunnel, N/A,Zhu Shuai
